chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre,filename
0.34995052218437195,0.13019199669361115,1784.416545970319,2002.6571063943209,3806.4186497738488,0.08306639113293343,-113.619384765625,121.55301666259766,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.28361701965332,10.973774909973145,-8.322409629821777,8.806787490844727,-3.665801763534546,5.745938777923584,-5.1617112159729,0.750298023223877,-1.6883580684661865,-0.40932849049568176,-2.2988688945770264,1.219947099685669,blues,blues.00000.wav
0.3409450948238373,0.09589168429374695,1529.8713140945188,2038.6121427572907,3548.9868730952494,0.056044256724071206,-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199705123901367,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560547,-5.558122634887695,5.375942230224609,-2.23783278465271,4.217124938964844,-6.01104736328125,0.9326680302619934,-0.7170279026031494,0.29233336448669434,-0.2857168912887573,0.53214430809021,blues,blues.00001.wav
0.36356186866760254,0.17549368739128113,1552.6377863181908,1747.3820283016653,3041.0899442784926,0.07630074799245357,-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975971221923828,25.74168586730957,-13.644712448120117,11.623111724853516,-11.775920867919922,9.70046615600586,-13.115348815917969,5.785763263702393,-8.89973258972168,-1.0870236158370972,-9.216773986816406,2.453648328781128,-7.721793174743652,-1.8164970874786377,-3.4343533515930176,-2.231391191482544,blues,blues.00002.wav
0.4048483371734619,0.1411392092704773,1070.1100585189854,1596.244204184935,2185.0617872303114,0.03330894446594427,-199.46200561523438,150.09474182128906,5.649167060852051,26.87014389038086,1.755440592765808,14.2368803024292,-4.8288726806640625,9.29784870147705,-0.7531418800354004,8.147393226623535,-3.1952357292175293,6.085353374481201,-2.4761881828308105,-1.0762245655059814,-2.876056432723999,0.776908814907074,-3.3200554847717285,0.6372628211975098,-0.6175069212913513,-3.40693998336792,blues,blues.00003.wav
0.3085981607437134,0.09154040366411209,1835.5070084014953,1748.3674767249413,3581.003346162684,0.1015001421004257,-160.29185485839844,126.19576263427734,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.5005232095718384,-11.804770469665527,1.203877568244934,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,-7.559293746948242,-9.172151565551758,-4.510408401489258,-5.453736305236816,-0.9244677424430847,-4.40807580947876,-11.70183277130127,blues,blues.00004.wav
0.30241402983665466,0.10343772172927856,1831.9900685948742,1729.4562589469804,3480.8539517523704,0.09403986975135449,-177.88876342773438,118.18952941894531,-17.550729751586914,30.753101348876953,-21.732107162475586,11.898545265197754,-20.732280731201172,3.17616868019104,-8.575770378112793,-0.9401844143867493,-11.773798942565918,-2.4260759353637695,-9.342486381530762,-9.947081565856934,-3.9053468704223633,-5.568540573120117,-1.839969277381897,-2.784175157546997,-3.046112060546875,-8.115227699279785,blues,blues.00005.wav
0.29140564799308777,0.14168789982795715,1459.0353761872718,1388.7255154687855,2795.67476160386,0.07302790308146284,-190.17501831054688,130.29241943359375,-36.348472595214844,33.029090881347656,11.085680961608887,-0.5963724851608276,-20.882356643676758,0.277116060256958,-6.500870704650879,-5.515623092651367,-7.8452887535095215,-3.123599052429199,-6.5957159996032715,-9.947578430175781,-6.540925025939941,-10.071380615234375,-10.912118911743164,-6.970003128051758,-3.4485127925872803,-6.498457431793213,blues,blues.00006.wav
0.3073144555091858,0.13174523413181305,1451.8494584581754,1577.5518583197493,2955.7654602239745,0.06143500266060371,-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.301814556121826,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.4690980911254883,-8.414113998413086,-6.956976890563965,-3.5483484268188477,-8.05168342590332,-8.960484504699707,-8.421076774597168,-10.558598518371582,-10.790192604064941,-4.700794696807861,-8.638815879821777,blues,blues.00007.wav
0.40899816155433655,0.1423606276512146,1719.2739373344168,2031.6873439502422,3781.5188003398316,0.06402757957623839,-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825940132141113,21.173410415649414,-6.720290660858154,7.005018711090088,-12.739911079406738,5.064208984375,-5.173075199127197,-1.4469950199127197,-7.036928176879883,2.6948745250701904,3.409332275390625,-2.699190855026245,blues,blues.00008.wav
0.2740142345428467,0.08132097870111465,1817.529546414671,1973.69030921519,3944.584480970637,0.0792153184258901,-213.20452880859375,115.154541015625,-11.720502853393555,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180814743041992,9.023638725280762,-14.101022720336914,4.283337116241455,-6.044196128845215,3.786367893218994,0.22368746995925903,-5.114480972290039,-0.414536714553833,-1.1848984956741333,-1.9183391332626343,-2.2957963943481445,2.8912301063537598,-4.234532833099365,blues,blues.00009.wav
